Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Order_Year,Order_Month,Order_Month_Name,Order_Day,Order_Weekday,Order_Weekday_Name,Shipping_Delay,Log_Sales,Scaled_Sales
US-2018-103247,2018-05-10,2018-08-10,Second Class,PO-19195,Phillina Ober,Home Office,United States,New York City,New York,10011.0,East,OFF-BI-10004492,Office Supplies,Binders,Tuf-Vin Binders,75.792,2018,5,May,10,3,Thursday,92,4.341100468061236,0.004299348880309798
CA-2018-159366,2018-07-01,2018-10-01,First Class,BW-11110,Bart Watters,Corporate,United States,Detroit,Michigan,48205.0,Central,TEC-MA-10000822,Technology,Machines,Lexmark MX611dhe Monochrome Laser Printer,3059.982,2018,7,July,1,6,Sunday,92,8.026491058496891,0.17483039698403272
CA-2016-157035,2016-09-12,2016-12-12,First Class,KB-16600,Ken Brennan,Corporate,United States,Columbus,Indiana,47201.0,Central,OFF-PA-10004156,Office Supplies,Paper,Xerox 188,34.02,2016,9,September,12,0,Monday,91,3.555919326857706,0.0019122947914653502
CA-2017-144939,2017-03-10,2017-08-10,Standard Class,EB-13870,Emily Burns,Consumer,United States,New York City,New York,10035.0,East,FUR-CH-10003199,Furniture,Chairs,Office Star - Contemporary Task Swivel Chair,599.292,2017,3,March,10,4,Friday,153,6.397416203498998,0.0342146705194477
CA-2016-146829,2016-10-03,2016-10-03,Same Day,TS-21340,Toby Swindell,Consumer,United States,Houston,Texas,77041.0,Central,OFF-BI-10004022,Office Supplies,Binders,Acco Suede Grain Vinyl Round Ring Binder,1.112,2016,10,October,3,0,Monday,0,0.7476353658440151,3.1772528808711894e-05
CA-2017-110023,2017-09-09,2017-11-09,First Class,TS-21610,Troy Staebel,Consumer,United States,New York City,New York,10024.0,East,OFF-BI-10001036,Office Supplies,Binders,Cardinal EasyOpen D-Ring Binders,14.624,2017,9,September,9,5,Saturday,61,2.748808193574378,0.0008039135526635951
CA-2016-105312,2016-06-11,2016-09-11,First Class,MT-17815,Meg Tillman,Consumer,United States,Scottsdale,Arizona,85254.0,West,OFF-EN-10002600,Office Supplies,Envelopes,"Redi-Strip #10 Envelopes, 4 1/8 x 9 1/2",7.08,2016,6,June,11,5,Saturday,92,2.089391872533004,0.0003728129099784827
CA-2016-105312,2016-06-11,2016-09-11,First Class,MT-17815,Meg Tillman,Consumer,United States,Scottsdale,Arizona,85254.0,West,OFF-BI-10002049,Office Supplies,Binders,UniKeep View Case Binders,4.401,2016,6,June,11,5,Saturday,92,1.686584121610754,0.0002197218943695993
CA-2018-135034,2018-01-08,2018-03-08,First Class,AT-10735,Annie Thurman,Consumer,United States,Chicago,Illinois,60653.0,Central,TEC-PH-10003931,Technology,Phones,JBL Micro Wireless Portable Bluetooth Speaker,95.984,2018,1,January,8,0,Monday,59,4.574546016444282,0.0054532174085571185
CA-2016-108665,2016-06-07,2016-10-07,Standard Class,KM-16225,Kalyca Meade,Corporate,United States,New York City,New York,10011.0,East,FUR-FU-10002191,Furniture,Furnishings,G.E. Halogen Desk Lamp Bulbs,13.96,2016,6,June,7,1,Tuesday,122,2.7053799725463312,0.0007659693815682989
CA-2016-108665,2016-06-07,2016-10-07,Standard Class,KM-16225,Kalyca Meade,Corporate,United States,New York City,New York,10011.0,East,FUR-FU-10000965,Furniture,Furnishings,"Howard Miller 11-1/2"" Diameter Ridgewood Wall Clock",155.82,2016,6,June,7,1,Tuesday,122,5.055098650802776,0.008872535814668783
CA-2016-108665,2016-06-07,2016-10-07,Standard Class,KM-16225,Kalyca Meade,Corporate,United States,New York City,New York,10011.0,East,TEC-PH-10004188,Technology,Phones,OtterBox Commuter Series Case - Samsung Galaxy S4,124.95,2016,6,June,7,1,Tuesday,122,4.835885002798619,0.00710847472775343
CA-2016-108665,2016-06-07,2016-10-07,Standard Class,KM-16225,Kalyca Meade,Corporate,United States,New York City,New York,10011.0,East,OFF-ST-10001526,Office Supplies,Storage,Iceberg Mobile Mega Data/Printer Cart,601.65,2016,6,June,7,1,Tuesday,122,6.401336597034352,0.03434941804270479
CA-2017-102981,2017-06-09,2017-09-09,Second Class,MO-17500,Mary O'Rourke,Consumer,United States,New York City,New York,10035.0,East,TEC-AC-10004761,Technology,Accessories,Maxell 4.7GB DVD+RW 3/Pack,31.86,2017,6,June,9,4,Friday,92,3.492256112609122,0.0017888619457336636
CA-2017-102981,2017-06-09,2017-09-09,Second Class,MO-17500,Mary O'Rourke,Consumer,United States,New York City,New York,10035.0,East,FUR-BO-10001811,Furniture,Bookcases,"Atlantic Metals Mobile 5-Shelf Bookcases, Custom Colors",722.352,2017,6,June,9,4,Friday,92,6.583895963985028,0.04124691403599462
CA-2018-115651,2018-09-07,2018-12-07,First Class,NS-18640,Noel Staavos,Corporate,United States,Chicago,Illinois,60610.0,Central,OFF-AR-10001130,Office Supplies,Art,"Quartet Alpha White Chalk, 12/Pack",8.84,2018,9,September,7,4,Friday,91,2.286455711064162,0.0004733878213154124
CA-2018-115651,2018-09-07,2018-12-07,First Class,NS-18640,Noel Staavos,Corporate,United States,Chicago,Illinois,60610.0,Central,OFF-AP-10000055,Office Supplies,Appliances,Belkin F9S820V06 8 Outlet Surge,58.464,2018,9,September,7,4,Friday,91,4.085371087422993,0.0033091431623289355
US-2016-153500,2016-03-07,2016-05-07,First Class,DG-13300,Deirdre Greer,Corporate,United States,Philadelphia,Pennsylvania,19134.0,East,FUR-FU-10000293,Furniture,Furnishings,Eldon Antistatic Chair Mats for Low to Medium Pile Carpets,168.464,2016,3,March,7,0,Monday,61,5.132640514882155,0.009595075120887043
US-2016-153500,2016-03-07,2016-05-07,First Class,DG-13300,Deirdre Greer,Corporate,United States,Philadelphia,Pennsylvania,19134.0,East,OFF-PA-10001307,Office Supplies,Paper,"Important Message Pads, 50 4-1/4 x 5-1/2 Forms per Pad",6.72,2016,3,March,7,0,Monday,61,2.0438143640366846,0.0003522407690232016
US-2016-153500,2016-03-07,2016-05-07,First Class,DG-13300,Deirdre Greer,Corporate,United States,Philadelphia,Pennsylvania,19134.0,East,FUR-FU-10004460,Furniture,Furnishings,"Howard Miller 12"" Round Wall Clock",282.888,2016,3,March,7,0,Monday,61,5.648579794181224,0.01613381583385116
CA-2016-110667,2016-04-04,2016-08-04,Standard Class,NF-18595,Nicole Fjeld,Home Office,United States,New York City,New York,10009.0,East,OFF-AR-10000716,Office Supplies,Art,DIXON Ticonderoga Erasable Checking Pencils,11.16,2016,4,April,4,0,Monday,122,2.498151876538021,0.0006059638408050016
CA-2016-110667,2016-04-04,2016-08-04,Standard Class,NF-18595,Nicole Fjeld,Home Office,United States,New York City,New York,10009.0,East,FUR-FU-10004622,Furniture,Furnishings,Eldon Advantage Foldable Chair Mats for Low Pile Carpets,108.4,2016,4,April,4,0,Monday,122,4.695010889987881,0.0061627276921703686
CA-2016-110667,2016-04-04,2016-08-04,Standard Class,NF-18595,Nicole Fjeld,Home Office,United States,New York City,New York,10009.0,East,OFF-BI-10002735,Office Supplies,Binders,GBC Prestige Therm-A-Bind Covers,82.344,2016,4,April,4,0,Monday,122,4.422976621002836,0.004673761845695913
CA-2016-110667,2016-04-04,2016-08-04,Standard Class,NF-18595,Nicole Fjeld,Home Office,United States,New York City,New York,10009.0,East,OFF-BI-10003529,Office Supplies,Binders,Avery Round Ring Poly Binders,9.088,2016,4,April,4,0,Monday,122,2.3113465986626185,0.00048755974064016154
CA-2017-157686,2017-01-10,2017-02-10,First Class,BD-11620,Brian DeCherney,Consumer,United States,San Francisco,California,94122.0,West,FUR-CH-10001146,Furniture,Chairs,"Global Value Mid-Back Manager's Chair, Gray",194.848,2017,1,January,10,1,Tuesday,31,5.277338848162839,0.0111027844735652
US-2017-143819,2017-01-03,2017-05-03,Standard Class,KD-16270,Karen Daniels,Consumer,United States,Yonkers,New York,10701.0,East,FUR-TA-10001095,Furniture,Tables,Chromcraft Round Conference Tables,836.592,2017,1,January,3,1,Tuesday,120,6.730531108412339,0.047775140099137144
US-2017-143819,2017-01-03,2017-05-03,Standard Class,KD-16270,Karen Daniels,Consumer,United States,Yonkers,New York,10701.0,East,OFF-PA-10003127,Office Supplies,Paper,Easy-staple paper,26.38,2017,1,January,3,1,Tuesday,120,3.3098128198603027,0.001475708244525496
US-2017-143819,2017-01-03,2017-05-03,Standard Class,KD-16270,Karen Daniels,Consumer,United States,Yonkers,New York,10701.0,East,OFF-ST-10003208,Office Supplies,Storage,Adjustable Depth Letter/Legal Cart,362.92,2017,1,January,3,1,Tuesday,120,5.896934063261749,0.020707231347554093
US-2017-143819,2017-01-03,2017-05-03,Standard Class,KD-16270,Karen Daniels,Consumer,United States,Yonkers,New York,10701.0,East,TEC-MA-10003979,Technology,Machines,Ativa V4110MDD Micro-Cut Shredder,4899.93,2017,1,January,3,1,Tuesday,120,8.497180262008118,0.2799739236684425
CA-2017-167584,2017-12-08,2017-12-08,Same Day,LC-16870,Lena Cacioppo,Consumer,United States,Des Moines,Iowa,50315.0,Central,OFF-PA-10000029,Office Supplies,Paper,Xerox 224,6.48,2017,12,December,8,4,Friday,0,2.012232791986386,0.00033852600838634757
CA-2018-158407,2018-04-06,2018-10-06,Standard Class,LW-16990,Lindsay Williams,Corporate,United States,Monroe,North Carolina,28110.0,South,FUR-FU-10001967,Furniture,Furnishings,Telescoping Adjustable Floor Lamp,31.984,2018,4,April,6,4,Friday,183,3.496022595404599,0.0017959479053960383
CA-2018-158407,2018-04-06,2018-10-06,Standard Class,LW-16990,Lindsay Williams,Corporate,United States,Monroe,North Carolina,28110.0,South,TEC-PH-10001819,Technology,Phones,Innergie mMini Combo Duo USB Travel Charging Kit,71.984,2018,4,April,6,4,Friday,183,4.2902402390431735,0.004081741344871713
CA-2016-142755,2016-04-09,2016-08-09,Standard Class,CS-12355,Christine Sundaresam,Consumer,United States,Roswell,Georgia,30076.0,South,OFF-PA-10001970,Office Supplies,Paper,Xerox 1908,279.9,2016,4,April,9,5,Saturday,122,5.637998734110198,0.015963067063922327
CA-2016-142755,2016-04-09,2016-08-09,Standard Class,CS-12355,Christine Sundaresam,Consumer,United States,Roswell,Georgia,30076.0,South,TEC-AC-10002049,Technology,Accessories,Logitech G19 Programmable Gaming Keyboard,619.95,2016,4,April,9,5,Saturday,122,6.431250563394042,0.03539516854126492
CA-2016-142755,2016-04-09,2016-08-09,Standard Class,CS-12355,Christine Sundaresam,Consumer,United States,Roswell,Georgia,30076.0,South,OFF-PA-10000141,Office Supplies,Paper,"Ampad Evidence Wirebond Steno Books, 6"" x 9""",4.36,2016,4,April,9,5,Saturday,122,1.6789639750827108,0.00021737895609413675
CA-2016-142755,2016-04-09,2016-08-09,Standard Class,CS-12355,Christine Sundaresam,Consumer,United States,Roswell,Georgia,30076.0,South,OFF-EN-10004459,Office Supplies,Envelopes,Security-Tint Envelopes,15.28,2016,4,April,9,5,Saturday,122,2.7899373605743945,0.0008414005650709961
CA-2016-105970,2016-02-03,2016-07-03,Standard Class,PA-19060,Pete Armstrong,Home Office,United States,Richmond,Indiana,47374.0,Central,OFF-AR-10003156,Office Supplies,Art,50 Colored Long Pencils,10.16,2016,2,February,3,2,Wednesday,151,2.412335956953165,0.0005488190048181098
CA-2016-105970,2016-02-03,2016-07-03,Standard Class,PA-19060,Pete Armstrong,Home Office,United States,Richmond,Indiana,47374.0,Central,OFF-EN-10001532,Office Supplies,Envelopes,Brown Kraft Recycled Envelopes,101.88,2016,2,February,3,2,Wednesday,151,4.633563260489309,0.005790143361535833
US-2017-114776,2017-06-12,2017-07-12,First Class,GG-14650,Greg Guthrie,Corporate,United States,Antioch,California,94509.0,West,OFF-PA-10004100,Office Supplies,Paper,Xerox 216,19.44,2017,6,June,12,0,Monday,30,3.017493765335504,0.0010791230827764664
US-2017-134908,2017-05-06,2017-09-06,Standard Class,JS-15940,Joni Sundaresam,Home Office,United States,Philadelphia,Pennsylvania,19134.0,East,OFF-ST-10003479,Office Supplies,Storage,"Eldon Base for stackable storage shelf, platinum",124.608,2017,5,May,6,5,Saturday,123,4.833165946273221,0.007088931193845912
US-2017-134908,2017-05-06,2017-09-06,Standard Class,JS-15940,Joni Sundaresam,Home Office,United States,Philadelphia,Pennsylvania,19134.0,East,OFF-LA-10000973,Office Supplies,Labels,Avery 502,7.56,2017,5,May,6,5,Saturday,123,2.1471001901536506,0.0004002424312521908
US-2017-148803,2017-11-12,2017-11-12,Same Day,LR-16915,Lena Radford,Consumer,United States,Homestead,Florida,33030.0,South,OFF-ST-10001476,Office Supplies,Storage,Steel Personal Filing/Posting Tote,85.224,2017,11,November,12,6,Sunday,0,4.456948561191141,0.004838338973338162
CA-2016-112452,2016-04-04,2016-04-04,Same Day,NC-18340,Nat Carroll,Consumer,United States,Lansing,Michigan,48911.0,Central,OFF-AP-10003849,Office Supplies,Appliances,Hoover Shoulder Vac Commercial Portable Vacuum,644.076,2016,4,April,4,0,Monday,0,6.469368139311792,0.03677384485428467
CA-2016-112452,2016-04-04,2016-04-04,Same Day,NC-18340,Nat Carroll,Consumer,United States,Lansing,Michigan,48911.0,Central,OFF-FA-10000735,Office Supplies,Fasteners,Staples,5.84,2016,4,April,4,0,Monday,0,1.922787731634459,0.00030195331335473673
CA-2016-112452,2016-04-04,2016-04-04,Same Day,NC-18340,Nat Carroll,Consumer,United States,Lansing,Michigan,48911.0,Central,OFF-BI-10003350,Office Supplies,Binders,Acco Expandable Hanging Binders,12.76,2016,4,April,4,0,Monday,0,2.6217658325051976,0.0006973955783840286
CA-2016-112452,2016-04-04,2016-04-04,Same Day,NC-18340,Nat Carroll,Consumer,United States,Lansing,Michigan,48911.0,Central,TEC-PH-10000307,Technology,Phones,Shocksock Galaxy S4 Armband,10.95,2016,4,April,4,0,Monday,0,2.4807312783775197,0.0005939634252477542
CA-2016-112452,2016-04-04,2016-04-04,Same Day,NC-18340,Nat Carroll,Consumer,United States,Lansing,Michigan,48911.0,Central,TEC-CO-10004202,Technology,Copiers,Brother DCP1000 Digital 3 in 1 Multifunction Machine,599.98,2016,4,April,4,0,Monday,0,6.398561656111271,0.03425398616660669
CA-2017-149314,2017-02-07,2017-07-07,Second Class,GB-14530,George Bell,Corporate,United States,Los Angeles,California,90004.0,West,FUR-CH-10002126,Furniture,Chairs,Hon Deluxe Fabric Upholstered Stacking Chairs,195.184,2017,2,February,7,1,Tuesday,150,5.2790529943665785,0.011121985138456794
CA-2015-126522,2015-01-09,2015-05-09,Second Class,LT-16765,Larry Tron,Consumer,United States,Escondido,California,92025.0,West,OFF-AR-10004042,Office Supplies,Art,"BOSTON Model 1800 Electric Pencil Sharpeners, Putty/Woodgrain",53.94,2015,1,January,9,4,Friday,120,4.006241680667128,0.0030506199243242366
CA-2015-127964,2015-03-03,2015-08-03,Standard Class,AP-10720,Anne Pryor,Home Office,United States,New York City,New York,10035.0,East,TEC-PH-10004700,Technology,Phones,PowerGen Dual USB Car Charger,9.99,2015,3,March,3,1,Tuesday,153,2.39698576841553,0.0005391043827003381
CA-2015-127964,2015-03-03,2015-08-03,Standard Class,AP-10720,Anne Pryor,Home Office,United States,New York City,New York,10035.0,East,OFF-BI-10004593,Office Supplies,Binders,Ibico Laser Imprintable Binding System Covers,125.76,2015,3,March,3,1,Tuesday,153,4.84229553482272,0.007154762044902812
CA-2015-127964,2015-03-03,2015-08-03,Standard Class,AP-10720,Anne Pryor,Home Office,United States,New York City,New York,10035.0,East,OFF-BI-10003429,Office Supplies,Binders,"Cardinal HOLDit! Binder Insert Strips,Extra Strips",25.32,2015,3,March,3,1,Tuesday,153,3.2703291064571163,0.0014151347183793907
CA-2015-117709,2015-04-05,2015-08-05,Standard Class,PM-18940,Paul MacIntyre,Consumer,United States,Jackson,Michigan,49201.0,Central,OFF-BI-10001294,Office Supplies,Binders,Fellowes Binding Cases,46.8,2015,4,April,5,6,Sunday,122,3.86702563949741,0.0026426057953778284
CA-2016-125416,2016-02-11,2016-02-11,Same Day,KC-16540,Kelly Collister,Consumer,United States,Seattle,Washington,98115.0,West,TEC-AC-10001552,Technology,Accessories,Logitech K350 2.4Ghz Wireless Keyboard,447.93,2016,2,February,11,3,Thursday,0,6.106866973583819,0.025565113854799773
CA-2018-145226,2018-08-12,2018-10-12,Second Class,DL-13315,Delfina Latchford,Consumer,United States,New York City,New York,10035.0,East,FUR-FU-10004952,Furniture,Furnishings,"C-Line Cubicle Keepers Polyproplyene Holder w/Velcro Back, 8-1/2x11, 25/Bx",109.48,2018,8,August,12,6,Sunday,61,4.704834509101037,0.0062244441150362114
CA-2018-145226,2018-08-12,2018-10-12,Second Class,DL-13315,Delfina Latchford,Consumer,United States,New York City,New York,10035.0,East,OFF-ST-10004123,Office Supplies,Storage,Safco Industrial Wire Shelving System,272.94,2018,8,August,12,6,Sunday,61,5.6129091043066754,0.01556533900545356
CA-2018-145226,2018-08-12,2018-10-12,Second Class,DL-13315,Delfina Latchford,Consumer,United States,New York City,New York,10035.0,East,OFF-PA-10003172,Office Supplies,Paper,Xerox 1996,19.44,2018,8,August,12,6,Sunday,61,3.017493765335504,0.0010791230827764664
CA-2018-145226,2018-08-12,2018-10-12,Second Class,DL-13315,Delfina Latchford,Consumer,United States,New York City,New York,10035.0,East,OFF-ST-10002352,Office Supplies,Storage,Iris Project Case,31.92,2018,8,August,12,6,Sunday,61,3.494080375808869,0.0017922906358928772
CA-2017-113621,2017-01-12,2017-05-12,Standard Class,JE-15745,Joel Eaton,Consumer,United States,Rockville,Maryland,20852.0,East,FUR-CH-10001270,Furniture,Chairs,Harbour Creations Steel Folding Chair,172.5,2017,1,January,12,3,Thursday,120,5.156177599386914,0.009825711678930139
CA-2017-113621,2017-01-12,2017-05-12,Standard Class,JE-15745,Joel Eaton,Consumer,United States,Rockville,Maryland,20852.0,East,TEC-PH-10003931,Technology,Phones,JBL Micro Wireless Portable Bluetooth Speaker,179.97,2017,1,January,12,3,Thursday,120,5.19833127167211,0.010252583603752221
CA-2017-130946,2017-08-04,2017-12-04,Standard Class,ZC-21910,Zuschuss Carroll,Consumer,United States,Houston,Texas,77041.0,Central,TEC-AC-10001990,Technology,Accessories,Kensington Orbit Wireless Mobile Trackball for PC and Mac,431.928,2017,8,August,4,4,Friday,122,6.07057143242095,0.02465068218933753
CA-2017-130946,2017-08-04,2017-12-04,Standard Class,ZC-21910,Zuschuss Carroll,Consumer,United States,Houston,Texas,77041.0,Central,FUR-CH-10004540,Furniture,Chairs,Global Chrome Stack Chair,95.984,2017,8,August,4,4,Friday,122,4.574546016444282,0.0054532174085571185
CA-2017-130946,2017-08-04,2017-12-04,Standard Class,ZC-21910,Zuschuss Carroll,Consumer,United States,Houston,Texas,77041.0,Central,OFF-BI-10004995,Office Supplies,Binders,GBC DocuBind P400 Electric Binding System,1088.792,2017,8,August,4,4,Friday,122,6.993742131325578,0.06218706773503128
CA-2018-133235,2018-01-08,2018-04-08,First Class,LH-16750,Larry Hughes,Consumer,United States,Charlotte,North Carolina,28205.0,South,TEC-PH-10002660,Technology,Phones,Nortel Networks T7316 E Nt8 B27,271.96,2018,1,January,8,0,Monday,90,5.6093252643033145,0.015509337066186405
CA-2017-126004,2017-04-12,2017-05-12,First Class,BM-11140,Becky Martin,Consumer,United States,New York City,New York,10024.0,East,FUR-FU-10001602,Furniture,Furnishings,"Eldon Delta Triangular Chair Mat, 52"" x 58"", Clear",113.79,2017,4,April,12,2,Wednesday,30,4.743104372077405,0.006470738358139716
CA-2017-126004,2017-04-12,2017-05-12,First Class,BM-11140,Becky Martin,Consumer,United States,New York City,New York,10024.0,East,TEC-AC-10001432,Technology,Accessories,Enermax Aurora Lite Keyboard,78.15,2017,4,April,12,2,Wednesday,30,4.371344786327021,0.004434096403566889
CA-2017-126004,2017-04-12,2017-05-12,First Class,BM-11140,Becky Martin,Consumer,United States,New York City,New York,10024.0,East,OFF-BI-10004656,Office Supplies,Binders,Peel & Stick Add-On Corner Pockets,1.728,2017,4,April,12,2,Wednesday,30,1.0035687399812157,6.697374777663728e-05
CA-2017-126004,2017-04-12,2017-05-12,First Class,BM-11140,Becky Martin,Consumer,United States,New York City,New York,10024.0,East,OFF-PA-10001685,Office Supplies,Paper,Easy-staple paper,40.56,2017,4,April,12,2,Wednesday,30,3.727138166231027,0.0022860220188196233
CA-2017-126004,2017-04-12,2017-05-12,First Class,BM-11140,Becky Martin,Consumer,United States,New York City,New York,10024.0,East,OFF-ST-10001418,Office Supplies,Storage,Carina Media Storage Towers in Natural & Black,182.94,2017,4,April,12,2,Wednesday,30,5.214609617474552,0.01042230376663329
CA-2017-126004,2017-04-12,2017-05-12,First Class,BM-11140,Becky Martin,Consumer,United States,New York City,New York,10024.0,East,OFF-ST-10000676,Office Supplies,Storage,Fellowes Econo/Stor Drawers,193.86,2017,4,April,12,2,Wednesday,30,5.272281351997195,0.011046325375610152
CA-2018-100013,2018-06-11,2018-11-11,Standard Class,ZC-21910,Zuschuss Carroll,Consumer,United States,Los Angeles,California,90045.0,West,OFF-EN-10001219,Office Supplies,Envelopes,"#10- 4 1/8"" x 9 1/2"" Security-Tint Envelopes",15.28,2018,6,June,11,0,Monday,153,2.7899373605743945,0.0008414005650709961
CA-2018-100013,2018-06-11,2018-11-11,Standard Class,ZC-21910,Zuschuss Carroll,Consumer,United States,Los Angeles,California,90045.0,West,FUR-FU-10001424,Furniture,Furnishings,Dax Clear Box Frame,8.73,2018,6,June,11,0,Monday,153,2.2752138961979136,0.00046710188935685437
CA-2018-100013,2018-06-11,2018-11-11,Standard Class,ZC-21910,Zuschuss Carroll,Consumer,United States,Los Angeles,California,90045.0,West,OFF-AR-10001022,Office Supplies,Art,SANFORD Liquid Accent Tank-Style Highlighters,5.68,2018,6,June,11,0,Monday,153,1.8991179875485542,0.000292810139596834
CA-2016-154956,2016-04-07,2016-09-07,Standard Class,IM-15070,Irene Maddox,Consumer,United States,Milwaukee,Wisconsin,53209.0,Central,TEC-PH-10004165,Technology,Phones,Mitel MiVoice 5330e IP Phone,1099.96,2016,4,April,7,3,Thursday,153,7.00393780545417,0.06282526126333289
CA-2018-105053,2018-07-07,2018-09-07,Second Class,CS-12355,Christine Sundaresam,Consumer,United States,Long Beach,New York,11561.0,East,OFF-BI-10001634,Office Supplies,Binders,Wilson Jones Active Use Binders,17.472,2018,7,July,7,5,Saturday,62,2.916256072052194,0.0009666620455542633
CA-2017-155992,2017-01-10,2017-02-10,First Class,CC-12220,Chris Cortes,Consumer,United States,La Porte,Indiana,46350.0,Central,TEC-PH-10000215,Technology,Phones,Plantronics Cordless Phone Headset with In-line Volume - M214C,69.9,2017,1,January,10,1,Tuesday,31,4.2612704335380815,0.003962651506675031
CA-2017-155992,2017-01-10,2017-02-10,First Class,CC-12220,Chris Cortes,Consumer,United States,La Porte,Indiana,46350.0,Central,FUR-FU-10003724,Furniture,Furnishings,Westinghouse Clip-On Gooseneck Lamps,41.85,2017,1,January,10,1,Tuesday,31,3.7577056450437887,0.0023597388572427136
CA-2018-110380,2018-02-09,2018-07-09,Standard Class,PF-19225,Phillip Flathmann,Consumer,United States,San Francisco,California,94122.0,West,OFF-AR-10000422,Office Supplies,Art,Pencil and Crayon Sharpener,6.57,2018,2,February,9,4,Friday,150,2.0241930674493576,0.00034366904362516783
CA-2018-100426,2018-04-06,2018-08-06,Standard Class,DC-12850,Dan Campbell,Consumer,United States,Florence,Alabama,35630.0,South,OFF-PA-10002870,Office Supplies,Paper,"Ampad Phone Message Book, Recycled, 400 Message Capacity, 5 ¾” x 11”",12.48,2018,4,April,6,4,Friday,122,2.601207105484161,0.0006813950243076989
CA-2017-148698,2017-02-05,2017-07-05,Standard Class,BD-11770,Bryan Davis,Consumer,United States,Houston,Texas,77070.0,Central,OFF-AR-10004022,Office Supplies,Art,Panasonic KP-380BK Classic Electric Pencil Sharpener,86.352,2017,2,February,5,6,Sunday,150,4.469945932711765,0.004902798348331376
CA-2015-163293,2015-08-09,2015-11-09,First Class,KC-16255,Karen Carlisle,Corporate,United States,Macon,Georgia,31204.0,South,TEC-AC-10004209,Technology,Accessories,Memorex Froggy Flash Drive 4 GB,32.97,2015,8,August,9,6,Sunday,92,3.5254777821724925,0.0018522927136791136
CA-2015-163293,2015-08-09,2015-11-09,First Class,KC-16255,Karen Carlisle,Corporate,United States,Macon,Georgia,31204.0,South,TEC-AC-10000023,Technology,Accessories,"Maxell 74 Minute CD-R Spindle, 50/Pack",83.88,2015,8,August,9,6,Sunday,92,4.441238494305727,0.004761536313771779
CA-2017-160815,2017-05-09,2017-06-09,First Class,TR-21325,Toby Ritter,Consumer,United States,Cedar Rapids,Iowa,52402.0,Central,TEC-PH-10003505,Technology,Phones,Geemarc AmpliPOWER60,278.4,2017,5,May,9,1,Tuesday,31,5.632644446822861,0.015877349809941987
CA-2018-122154,2018-09-04,2018-11-04,First Class,SA-20830,Sue Ann Reed,Consumer,United States,Jacksonville,Florida,32216.0,South,OFF-LA-10000121,Office Supplies,Labels,Avery 48,15.12,2018,9,September,4,1,Tuesday,61,2.780060737078482,0.0008322573913130935
CA-2018-122154,2018-09-04,2018-11-04,First Class,SA-20830,Sue Ann Reed,Consumer,United States,Jacksonville,Florida,32216.0,South,OFF-BI-10002026,Office Supplies,Binders,Avery Arch Ring Binders,17.43,2018,9,September,4,1,Tuesday,61,2.9139797716817317,0.0009642619624428137
CA-2018-122154,2018-09-04,2018-11-04,First Class,SA-20830,Sue Ann Reed,Consumer,United States,Jacksonville,Florida,32216.0,South,OFF-PA-10000994,Office Supplies,Paper,Xerox 1915,251.64,2018,9,September,4,1,Tuesday,61,5.531965550507332,0.014348153998932762
US-2016-149692,2016-06-12,2016-12-12,Standard Class,KW-16435,Katrina Willman,Consumer,United States,Austin,Texas,78745.0,Central,OFF-BI-10002813,Office Supplies,Binders,Avery Reinforcements for Hole-Punch Pages,2.772,2016,6,June,12,6,Sunday,183,1.327605364771211,0.0001266329565469524
CA-2016-124268,2016-04-07,2016-08-07,Standard Class,AD-10180,Alan Dominguez,Home Office,United States,New York City,New York,10035.0,East,OFF-AR-10004817,Office Supplies,Art,Colorific Watercolor Pencils,15.48,2016,4,April,7,3,Thursday,122,2.8021475244813256,0.0008528295322683746
CA-2017-163384,2017-10-11,2017-12-11,First Class,CC-12430,Chuck Clark,Home Office,United States,San Francisco,California,94122.0,West,OFF-BI-10004970,Office Supplies,Binders,"ACCOHIDE 3-Ring Binder, Blue, 1""",13.216,2017,10,October,11,2,Wednesday,61,2.6543680908523504,0.0007234536235940513
CA-2017-163384,2017-10-11,2017-12-11,First Class,CC-12430,Chuck Clark,Home Office,United States,San Francisco,California,94122.0,West,OFF-PA-10003172,Office Supplies,Paper,Xerox 1996,32.4,2017,10,October,11,2,Wednesday,61,3.5085558999826545,0.0018197201571665852
CA-2017-134425,2017-08-12,2017-12-12,Second Class,QJ-19255,Quincy Jones,Corporate,United States,Saint Paul,Minnesota,55106.0,Central,TEC-PH-10003555,Technology,Phones,Motorola HK250 Universal Bluetooth Headset,114.95,2017,8,August,12,5,Saturday,122,4.753159063701541,0.006537026367884511
CA-2016-121391,2016-04-10,2016-07-10,First Class,AA-10315,Alex Avila,Consumer,United States,San Francisco,California,94109.0,West,OFF-ST-10001590,Office Supplies,Storage,"Tenex Personal Project File with Scoop Front Design, Black",26.96,2016,4,April,10,6,Sunday,91,3.3307749173656096,0.0015088522493978934
US-2018-126179,2018-03-07,2018-07-07,Standard Class,CS-12460,Chuck Sachs,Consumer,United States,Columbus,Georgia,31907.0,South,FUR-FU-10002554,Furniture,Furnishings,"Westinghouse Floor Lamp with Metal Mesh Shade, Black",23.99,2018,3,March,7,2,Wednesday,122,3.218475744846861,0.0013391320865168243
